Order Date,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Date
26-05-2015,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568,2015,5,26
26-05-2015,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,2,0.2,20.1584,2015,5,26
26-05-2015,Marina Lichtenstein,Corporate,United States,Los Angeles,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2,0.2,31.494,2015,5,26
21-12-2018,Yana Sorensen,Corporate,United States,Oakland,California,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058,2018,12,21
15-03-2017,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461,2017,3,15
10-08-2016,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.75,1,0,1.8,2016,8,10
10-08-2016,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0,19.872,2016,8,10
10-08-2016,Julie Kriz,Home Office,United States,Eagan,Minnesota,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118,2016,8,10
10-09-2017,Parhena Norris,Home Office,United States,New York City,New York,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0,8.922,2017,9,10
10-09-2017,Parhena Norris,Home Office,United States,New York City,New York,East,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0,3.0774,2017,9,10
08-07-2018,Jenna Caffey,Consumer,United States,Kent,Washington,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23,2018,7,8
08-07-2018,Jenna Caffey,Consumer,United States,Kent,Washington,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752,2018,7,8
08-07-2018,Jenna Caffey,Consumer,United States,Kent,Washington,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192,2018,7,8
08-07-2018,Jenna Caffey,Consumer,United States,Kent,Washington,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5,2018,7,8
19-12-2016,James Galang,Consumer,United States,Los Angeles,California,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,5,0.2,84.495,2016,12,19
19-12-2016,James Galang,Consumer,United States,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1265.85,3,0,556.974,2016,12,19
16-11-2016,Philisse Overcash,Home Office,United States,New York City,New York,East,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0,141.2775,2016,11,16
24-09-2016,Marc Crier,Consumer,United States,Lafayette,Louisiana,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0,155.25,2016,9,24
21-06-2018,Alan Shonely,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464,2018,6,21
21-06-2018,Alan Shonely,Consumer,United States,Cleveland,Ohio,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38,2018,6,21
08-05-2017,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299,2017,5,8
08-05-2017,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408,2017,5,8
08-05-2017,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288,2017,5,8
08-05-2017,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57,2017,5,8
08-05-2017,Clay Ludtke,Consumer,United States,Cleveland,Ohio,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264,2017,5,8
26-11-2015,Natalie Webber,Consumer,United States,Tigard,Oregon,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,2015,11,26
26-11-2015,Natalie Webber,Consumer,United States,Tigard,Oregon,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27,2015,11,26
26-11-2015,Natalie Webber,Consumer,United States,Tigard,Oregon,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672,2015,11,26
26-05-2017,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,0,9.3312,2017,5,26
26-05-2017,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0,4.4344,2017,5,26
26-05-2017,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,0,5.842,2017,5,26
26-05-2017,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754,2017,5,26
29-11-2015,Bill Stewart,Corporate,United States,Skokie,Illinois,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,12.624,2,0.2,3.945,2015,11,29
19-03-2016,Fred Hopkins,Corporate,United States,Seattle,Washington,West,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0,349.3392,2016,3,19
19-03-2016,Fred Hopkins,Corporate,United States,Seattle,Washington,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,3149.93,7,0,1480.4671,2016,3,19
19-03-2016,Fred Hopkins,Corporate,United States,Seattle,Washington,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,209.7,2,0,100.656,2016,3,19
01-11-2016,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094,2016,11,1
01-11-2016,Valerie Mitchum,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,0.2,-0.7128,2016,11,1
26-09-2016,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92,2016,9,26
26-09-2016,Sarah Foster,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,1,0.4,-9.1788,2016,9,26
29-08-2015,Hilary Holden,Corporate,United States,San Francisco,California,West,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,109.92,2,0,53.8608,2015,8,29
29-08-2015,Hilary Holden,Corporate,United States,San Francisco,California,West,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986,13.36,2,0,6.4128,2015,8,29
18-11-2018,Christina DeMoss,Consumer,United States,Seattle,Washington,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,6,0,45.8136,2018,11,18
18-11-2018,Christina DeMoss,Consumer,United States,Seattle,Washington,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332,2018,11,18
18-11-2018,Christina DeMoss,Consumer,United States,Seattle,Washington,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2,0,1.4208,2018,11,18
18-11-2018,Christina DeMoss,Consumer,United States,Seattle,Washington,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,0.2,2.9568,2018,11,18
18-11-2018,Christina DeMoss,Consumer,United States,Seattle,Washington,West,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594,2018,11,18
12-05-2015,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0,10.7849,2015,5,12
20-01-2018,Thea Hendricks,Consumer,United States,Los Angeles,California,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485,2018,1,20
30-10-2018,Michelle Moray,Consumer,United States,Seattle,Washington,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735,2018,10,30
30-10-2018,Michelle Moray,Consumer,United States,Seattle,Washington,West,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214,2018,10,30
30-04-2018,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102,2018,4,30
30-04-2018,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,3,0.7,-9.264,2018,4,30
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,41.92,5,0.2,3.668,2017,11,24
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,0.2,-7.4394,2017,11,24
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,4.344,3,0.2,0.8688,2017,11,24
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,94.992,2,0.2,-2.3748,2017,11,24
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,74.352,3,0.2,23.235,2017,11,24
24-11-2017,Neola Schneider,Consumer,United States,Dallas,Texas,Central,OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,0.2,1.5795,2017,11,24
10-01-2016,Michael Moore,Consumer,United States,New York City,New York,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-373.3048,2016,1,10
19-10-2018,Rick Duston,Consumer,United States,Houston,Texas,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125,2018,10,19
22-03-2017,Robert Barroso,Corporate,United States,North Las Vegas,Nevada,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,0,19.3314,2017,3,22
03-07-2018,Rob Dowd,Consumer,United States,Plano,Texas,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988,2018,7,3
11-12-2016,Shaun Weien,Consumer,United States,Suffolk,Virginia,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,0,96.3438,2016,12,11
17-09-2016,Sylvia Foulston,Corporate,United States,Houston,Texas,Central,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196,2016,9,17
17-09-2016,Sylvia Foulston,Corporate,United States,Houston,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114,2016,9,17
18-05-2017,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0,26.07,2017,5,18
18-05-2017,Eric Barreto,Consumer,United States,San Francisco,California,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0,8.7906,2017,5,18
07-09-2015,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,2015,9,7
07-09-2015,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176,2015,9,7
07-09-2015,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736,2015,9,7
07-09-2015,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,2015,9,7
29-09-2017,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1,0,9.1056,2017,9,29
07-11-2017,Claudia Bergmann,Corporate,United States,San Francisco,California,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0,6.2244,2017,11,7
24-04-2018,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41,2018,4,24
24-04-2018,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99,2018,4,24
24-04-2018,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638,2018,4,24
10-12-2018,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288,2018,12,10
10-12-2018,Anthony Witt,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316,2018,12,10
16-08-2015,Troy Staebel,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-227.4912,2015,8,16
09-12-2018,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,0,15.387,2018,12,9
09-12-2018,Herbert Flentye,Consumer,United States,Indianapolis,Indiana,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,10.4,5,0,5.096,2018,12,9
14-03-2017,Henia Zydlo,Consumer,United States,Columbus,Ohio,East,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905,2017,3,14
26-06-2017,Alejandro Ballentine,Home Office,United States,Plano,Texas,Central,TEC-AC-10003133,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,0.2,3.5742,2017,6,26
25-09-2016,Phillina Ober,Home Office,United States,Bayonne,New Jersey,East,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,0,19.8276,2016,9,25
25-09-2016,Phillina Ober,Home Office,United States,Bayonne,New Jersey,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,0,7.0854,2016,9,25
25-09-2016,Phillina Ober,Home Office,United States,Bayonne,New Jersey,East,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,104.98,2,0,52.49,2016,9,25
27-12-2016,Arthur Gainer,Consumer,United States,Los Angeles,California,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,0,31.0184,2016,12,27
27-12-2016,Arthur Gainer,Consumer,United States,Los Angeles,California,West,OFF-LA-10002381,Office Supplies,Labels,Avery 497,21.56,7,0,10.3488,2016,12,27
03-06-2015,Steven Cartwright,Consumer,United States,Seattle,Washington,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,515.88,6,0,113.4936,2015,6,3
13-07-2016,Natalie DeCherney,Consumer,United States,New York City,New York,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,2,0.2,4.2804,2016,7,13
13-07-2016,Natalie DeCherney,Consumer,United States,New York City,New York,East,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,1931.04,9,0.1,321.84,2016,7,13
13-07-2016,Natalie DeCherney,Consumer,United States,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,9.96,2,0,4.6812,2016,7,13
02-02-2015,Cynthia Delaney,Home Office,United States,San Diego,California,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,12.35,5,0,5.8045,2015,2,2
08-03-2017,Patrick Gardner,Consumer,United States,Glendale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,0.7,-7.1148,2017,3,8
22-11-2016,Irene Maddox,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,11.61,2,0.7,-9.288,2016,11,22
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,43.86,6,0,20.6142,2018,10,30
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,2018,10,30
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,0,3.71,2018,10,30
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999,2018,10,30
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567,2018,10,30
30-10-2018,Jamie Kunitz,Consumer,United States,San Francisco,California,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,0,510.636,2018,10,30
30-01-2016,Jeremy Pistek,Consumer,United States,Houston,Texas,Central,OFF-PA-10004405,Office Supplies,Paper,Rediform Voice Mail Log Books,14.304,6,0.2,5.0064,2016,1,30
08-09-2018,Michelle Moray,Consumer,United States,Chicago,Illinois,Central,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-566.5625,2018,9,8
07-10-2018,Debra Catini,Consumer,United States,San Francisco,California,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784,2018,10,7
30-04-2017,John Lee,Consumer,United States,New York City,New York,East,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2017,4,30
19-05-2017,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,0,70.441,2017,5,19
19-05-2017,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.9,5,0,0,2017,5,19
19-05-2017,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0,15.0864,2017,5,19
19-05-2017,Bradley Nguyen,Consumer,United States,New York City,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0,12.3256,2017,5,19
19-05-2017,Bradley Nguyen,Consumer,United States,New York City,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,47.744,4,0.2,14.92,2017,5,19
20-12-2016,Katherine Ducich,Consumer,United States,Chicago,Illinois,Central,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,159.984,2,0.2,11.9988,2016,12,20
20-12-2016,Katherine Ducich,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,0.2,51.1936,2016,12,20
20-12-2016,Katherine Ducich,Consumer,United States,Chicago,Illinois,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,0.3,-71.8116,2016,12,20
19-12-2016,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,0.2,43.4352,2016,12,19
19-12-2016,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.2,0.444,2016,12,19
19-12-2016,Jay Kimmel,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,0.2,7.7728,2016,12,19
29-04-2018,Filia McAdams,Corporate,United States,Dublin,Ohio,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,0.4,-69.89,2018,4,29
07-02-2017,Christina Anderson,Consumer,United States,Springfield,Virginia,South,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,0,21,2017,2,7
07-02-2017,Christina Anderson,Consumer,United States,Springfield,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,0,3.6018,2017,2,7
28-09-2015,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,South,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,96.256,8,0.2,31.2832,2015,9,28
28-09-2015,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2,0.2,3.7408,2015,9,28
10-07-2017,Logan Haushalter,Consumer,United States,Dallas,Texas,Central,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804,2017,7,10
10-07-2017,Logan Haushalter,Consumer,United States,Dallas,Texas,Central,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352,2017,7,10
29-07-2018,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,South,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,2018,7,29
29-07-2018,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,South,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,0.2,1.375,2018,7,29
29-07-2018,Anna Gayman,Consumer,United States,Jacksonville,North Carolina,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,4.368,3,0.2,0.3822,2018,7,29
03-09-2016,David Bremer,Corporate,United States,San Francisco,California,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,2016,9,3
03-09-2016,David Bremer,Corporate,United States,San Francisco,California,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,2016,9,3
03-09-2016,David Bremer,Corporate,United States,San Francisco,California,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,2016,9,3
09-08-2015,Emily Ducich,Home Office,United States,San Diego,California,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,20.88,8,0,9.6048,2015,8,9
30-10-2018,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576,2018,10,30
30-10-2018,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.2,0.9856,2018,10,30
30-10-2018,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,0.2,-2.5128,2018,10,30
30-10-2018,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,442.4,7,0.2,-55.3,2018,10,30
06-06-2015,Bryan Mills,Consumer,United States,Rochester,New York,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,13.36,2,0,4.9432,2015,6,6
13-08-2017,Erin Mull,Consumer,United States,Jacksonville,North Carolina,South,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,8,0.7,-8.2368,2017,8,13
13-08-2017,Erin Mull,Consumer,United States,Jacksonville,North Carolina,South,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,10.272,3,0.2,3.21,2017,8,13
25-04-2015,Dianna Arnett,Home Office,United States,Houston,Texas,Central,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,10.368,2,0.2,3.6288,2015,4,25
25-04-2015,Dianna Arnett,Home Office,United States,Houston,Texas,Central,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,6.24,3,0.2,0.546,2015,4,25
